0010;518;ATH;HER;2011-11-01;20:00;2011-11-01;20:50
0010;501;HER;ATH;2011-11-02;5:00;2011-11-02;5:50
0011;325;ATH;CAI;2011-11-01;22:50;2011-11-02;0:45
0011;326;CAI;ATH;2011-11-02;1:45;2011-11-02;3:45
0012;940;ATH;AXD;2011-11-01;3:40;2011-11-01;4:35
0012;941;AXD;ATH;2011-11-01;5:15;2011-11-01;6:15
0013;600;ATH;CFU;2011-11-02;3:30;2011-11-02;4:30
0013;601;CFU;ATH;2011-11-02;5:10;2011-11-02;6:10
0013;233;ATH;FCO;2011-11-02;7:05;2011-11-02;9:10
0013;234;FCO;ATH;2011-11-02;10:00;2011-11-02;12:00
0014;700;ATH;RHO;2011-11-02;3:30;2011-11-02;4:30
0014;701;RHO;ATH;2011-11-02;5:10;2011-11-02;6:10
0014;504;ATH;HER;2011-11-02;7:30;2011-11-02;8:20
0014;505;HER;ATH;2011-11-02;9:00;2011-11-02;9:50
0015;902;ATH;SKG;2011-11-02;5:00;2011-11-02;5:55
0015;903;SKG;ATH;2011-11-02;6:35;2011-11-02;7:30
0015;241;ATH;LIN;2011-11-02;8:30;2011-11-02;11:00
0015;242;LIN;ATH;2011-11-02;11:50;2011-11-02;14:10
0016;502;ATH;HER;2011-11-02;5:00;2011-11-02;5:50
0016;503;HER;ATH;2011-11-02;6:30;2011-11-02;7:20
0016;906;ATH;SKG;2011-11-02;9:00;2011-11-02;9:55
0016;907;SKG;ATH;2011-11-02;11:00;2011-11-02;11:55
0017;321;ATH;IST;2011-11-02;6:05;2011-11-02;7:20
0017;322;IST;ATH;2011-11-02;8:05;2011-11-02;9:25
0017;307;ATH;SOF;2011-11-02;10:15;2011-11-02;11:35
0017;308;SOF;ATH;2011-11-02;12:25;2011-11-02;13:40
0018;506;ATH;HER;2011-11-02;10:45;2011-11-02;11:35
0018;507;HER;ATH;2011-11-02;12:15;2011-11-02;13:05
0018;510;ATH;HER;2011-11-02;14:00;2011-11-02;14:50
0018;511;HER;ATH;2011-11-02;15:30;2011-11-02;16:20
0019;265;ATH;LHR;2011-11-02;17:15;2011-11-02;21:15
0019;266;LHR;ATH;2011-11-02;22:15;2011-11-03;1:50
0020;347;ATH;KWI;2011-11-02;17:55;2011-11-02;21:30
0020;348;KWI;DXB;2011-11-02;22:20;2011-11-02;23:50
0020;348;DXB;ATH;2011-11-05;0:40;2011-11-05;6:00
0021;918;ATH;SKG;2011-11-02;20:00;2011-11-02;20:55
0021;901;SKG;ATH;2011-11-03;5:00;2011-11-03;5:55
0022;518;ATH;HER;2011-11-02;20:00;2011-11-02;20:50
0022;501;HER;ATH;2011-11-03;5:00;2011-11-03;5:50
0023;325;ATH;CAI;2011-11-02;22:50;2011-11-03;0:45
0023;326;CAI;ATH;2011-11-03;1:45;2011-11-03;3:45
0024;301;ATH;TLV;2011-11-02;23:15;2011-11-03;1:10
0024;302;TLV;ATH;2011-11-03;4:00;2011-11-03;6:10
0025;530;ATH;CHQ;2011-11-01;3:50;2011-11-01;4:40
0025;531;CHQ;ATH;2011-11-01;5:20;2011-11-01;6:10
0026;175;ATH;SKG;2011-11-01;7:05;2011-11-01;8:00
0026;175;SKG;MUC;2011-11-01;8:40;2011-11-01;10:45
0026;176;MUC;SKG;2011-11-01;11:35;2011-11-01;13:35
0026;176;SKG;ATH;2011-11-01;14:15;2011-11-01;15:10
0027;181;ATH;SKG;2011-11-01;7:20;2011-11-01;8:15
0027;181;SKG;DUS;2011-11-01;8:55;2011-11-01;11:45
0027;182;DUS;SKG;2011-11-01;12:35;2011-11-01;15:10
0027;182;SKG;ATH;2011-11-01;15:50;2011-11-01;16:45
0028;247;ATH;MAD;2011-11-01;7:45;2011-11-01;11:35
0028;248;MAD;ATH;2011-11-01;12:25;2011-11-01;16:00
0029;239;ATH;FCO;2011-11-01;15:05;2011-11-01;17:10
0029;240;FCO;ATH;2011-11-01;18:15;2011-11-01;20:15
0030;914;ATH;SKG;2011-11-01;16:00;2011-11-01;16:55
0030;915;SKG;ATH;2011-11-01;18:00;2011-11-01;18:55
0031;331;ATH;LCA;2011-11-01;17:10;2011-11-01;18:45
0031;334;LCA;ATH;2011-11-01;19:35;2011-11-01;21:20
0032;916;ATH;SKG;2011-11-01;18:00;2011-11-01;18:55
0032;917;SKG;ATH;2011-11-01;20:00;2011-11-01;20:55
0033;145;ATH;BRU;2011-11-01;5:30;2011-11-01;9:00
0033;146;BRU;ATH;2011-11-01;9:50;2011-11-01;13:00
0034;191;ATH;SKG;2011-11-01;7:25;2011-11-01;8:20
0034;191;SKG;STR;2011-11-01;9:00;2011-11-01;11:20
0034;192;STR;SKG;2011-11-01;12:25;2011-11-01;14:35
0034;192;SKG;ATH;2011-11-01;15:15;2011-11-01;16:10
0035;714;ATH;RHO;2011-11-01;16:00;2011-11-01;17:00
0035;715;RHO;ATH;2011-11-01;17:40;2011-11-01;18:40
0036;606;ATH;CFU;2011-11-01;17:35;2011-11-01;18:35
0036;607;CFU;ATH;2011-11-01;19:15;2011-11-01;20:15
0037;940;ATH;AXD;2011-11-02;3:40;2011-11-02;4:35
0037;941;AXD;ATH;2011-11-02;5:15;2011-11-02;6:15
0038;600;ATH;CFU;2011-11-03;3:30;2011-11-03;4:30
0038;601;CFU;ATH;2011-11-03;5:10;2011-11-03;6:10
0038;233;ATH;FCO;2011-11-03;7:05;2011-11-03;9:10
0038;234;FCO;ATH;2011-11-03;10:00;2011-11-03;12:00
0039;700;ATH;RHO;2011-11-03;3:30;2011-11-03;4:30
0039;701;RHO;ATH;2011-11-03;5:10;2011-11-03;6:10
0039;504;ATH;HER;2011-11-03;7:30;2011-11-03;8:20
0039;505;HER;ATH;2011-11-03;9:00;2011-11-03;9:50
0040;530;ATH;CHQ;2011-11-03;3:50;2011-11-03;4:40
0040;531;CHQ;ATH;2011-11-03;5:20;2011-11-03;6:10
0040;159;ATH;VIE;2011-11-03;7:35;2011-11-03;9:55
0040;160;VIE;ATH;2011-11-03;10:40;2011-11-03;12:50
0041;329;ATH;LCA;2011-11-03;4:55;2011-11-03;6:30
0041;332;LCA;ATH;2011-11-03;7:20;2011-11-03;9:05
0041;337;ATH;LCA;2011-11-03;10:00;2011-11-03;11:35
0041;338;LCA;ATH;2011-11-03;12:25;2011-11-03;14:10
0042;502;ATH;HER;2011-11-03;5:00;2011-11-03;5:50
0042;503;HER;ATH;2011-11-03;6:30;2011-11-03;7:20
0042;241;ATH;LIN;2011-11-03;8:30;2011-11-03;11:00
0042;242;LIN;ATH;2011-11-03;11:50;2011-11-03;14:10
0043;902;ATH;SKG;2011-11-03;5:00;2011-11-03;5:55
0043;903;SKG;ATH;2011-11-03;6:35;2011-11-03;7:30
0043;906;ATH;SKG;2011-11-03;9:00;2011-11-03;9:55
0043;907;SKG;ATH;2011-11-03;11:00;2011-11-03;11:55
0044;506;ATH;HER;2011-11-03;10:45;2011-11-03;11:35
0044;507;HER;ATH;2011-11-03;12:15;2011-11-03;13:05
0044;510;ATH;HER;2011-11-03;14:00;2011-11-03;14:50
0044;511;HER;ATH;2011-11-03;15:30;2011-11-03;16:20
0045;942;ATH;AXD;2011-11-03;15:00;2011-11-03;15:55
0045;943;AXD;ATH;2011-11-03;16:35;2011-11-03;17:35
0045;736;ATH;KGS;2011-11-03;18:25;2011-11-03;19:20
0045;737;KGS;ATH;2011-11-03;20:00;2011-11-03;20:55
0046;536;ATH;CHQ;2011-11-03;15:35;2011-11-03;16:25
0046;537;CHQ;ATH;2011-11-03;17:05;2011-11-03;17:55
0046;718;ATH;RHO;2011-11-03;18:45;2011-11-03;19:45
0046;719;RHO;ATH;2011-11-03;20:25;2011-11-03;21:25
0047;518;ATH;HER;2011-11-03;20:00;2011-11-03;20:50
0047;501;HER;ATH;2011-11-04;5:00;2011-11-04;5:50
0048;918;ATH;SKG;2011-11-03;20:00;2011-11-03;20:55
0048;901;SKG;ATH;2011-11-04;5:00;2011-11-04;5:55
0049;327;ATH;ALY;2011-11-03;22:50;2011-11-04;0:35
0049;328;ALY;ATH;2011-11-04;2:00;2011-11-04;3:45
0050;325;ATH;CAI;2011-11-03;22:50;2011-11-04;0:45
0050;326;CAI;ATH;2011-11-04;1:45;2011-11-04;3:45
0051;151;ATH;AMS;2011-11-01;7:05;2011-11-01;10:50
0051;152;AMS;ATH;2011-11-01;11:40;2011-11-01;15:00
0052;514;ATH;HER;2011-11-01;17:00;2011-11-01;17:50
0052;515;HER;ATH;2011-11-01;18:30;2011-11-01;19:20
0053;530;ATH;CHQ;2011-11-02;3:50;2011-11-02;4:40
0053;531;CHQ;ATH;2011-11-02;5:20;2011-11-02;6:10
0054;151;ATH;AMS;2011-11-02;7:05;2011-11-02;10:50
0054;152;AMS;ATH;2011-11-02;11:40;2011-11-02;15:00
0055;181;ATH;SKG;2011-11-02;7:20;2011-11-02;8:15
0055;181;SKG;DUS;2011-11-02;8:55;2011-11-02;11:45
0055;182;DUS;SKG;2011-11-02;12:35;2011-11-02;15:10
0055;182;SKG;ATH;2011-11-02;15:50;2011-11-02;16:45
0056;247;ATH;MAD;2011-11-02;7:45;2011-11-02;11:35
0056;248;MAD;ATH;2011-11-02;12:25;2011-11-02;16:00
0057;147;ATH;BRU;2011-11-02;13:50;2011-11-02;17:20
0057;148;BRU;ATH;2011-11-02;18:10;2011-11-02;21:20
0058;245;ATH;MXP;2011-11-02;14:30;2011-11-02;17:05
0058;246;MXP;ATH;2011-11-02;17:55;2011-11-02;20:20
0059;914;ATH;SKG;2011-11-02;16:00;2011-11-02;16:55
0059;915;SKG;ATH;2011-11-02;18:00;2011-11-02;18:55
0060;514;ATH;HER;2011-11-02;17:00;2011-11-02;17:50
0060;515;HER;ATH;2011-11-02;18:30;2011-11-02;19:20
0061;205;ATH;CDG;2011-11-01;13:55;2011-11-01;17:25
0061;206;CDG;ATH;2011-11-01;18:15;2011-11-01;21:35
0062;145;ATH;BRU;2011-11-02;5:30;2011-11-02;9:00
0062;146;BRU;ATH;2011-11-02;9:50;2011-11-02;13:00
0063;191;ATH;SKG;2011-11-02;7:25;2011-11-02;8:20
0063;191;SKG;STR;2011-11-02;9:00;2011-11-02;11:20
0063;192;STR;SKG;2011-11-02;12:25;2011-11-02;14:35
0063;192;SKG;ATH;2011-11-02;15:15;2011-11-02;16:10
0064;205;ATH;CDG;2011-11-02;13:55;2011-11-02;17:25
0064;206;CDG;ATH;2011-11-02;18:15;2011-11-02;21:35
0065;714;ATH;RHO;2011-11-02;16:00;2011-11-02;17:00
0065;715;RHO;ATH;2011-11-02;17:40;2011-11-02;18:40
0066;700;ATH;RHO;2011-11-04;3:30;2011-11-04;4:30
0066;701;RHO;ATH;2011-11-04;5:10;2011-11-04;6:10
0066;233;ATH;FCO;2011-11-04;7:05;2011-11-04;9:10
0066;234;FCO;ATH;2011-11-04;10:00;2011-11-04;12:00
0067;600;ATH;CFU;2011-11-04;3:30;2011-11-04;4:30
0067;601;CFU;ATH;2011-11-04;5:10;2011-11-04;6:10
0067;159;ATH;VIE;2011-11-04;7:35;2011-11-04;9:55
0067;160;VIE;ATH;2011-11-04;10:40;2011-11-04;12:50
0068;329;ATH;LCA;2011-11-04;4:55;2011-11-04;6:30
0068;332;LCA;ATH;2011-11-04;7:20;2011-11-04;9:05
0068;337;ATH;LCA;2011-11-04;10:00;2011-11-04;11:35
0068;338;LCA;ATH;2011-11-04;12:25;2011-11-04;14:10
0069;902;ATH;SKG;2011-11-04;5:00;2011-11-04;5:55
0069;903;SKG;ATH;2011-11-04;6:35;2011-11-04;7:30
0069;161;ATH;TXL;2011-11-04;8:15;2011-11-04;11:15
0069;162;TXL;ATH;2011-11-04;12:05;2011-11-04;14:55
0070;321;ATH;IST;2011-11-04;6:05;2011-11-04;7:20
0070;322;IST;ATH;2011-11-04;8:05;2011-11-04;9:25
0070;307;ATH;SOF;2011-11-04;10:15;2011-11-04;11:35
0070;308;SOF;ATH;2011-11-04;12:25;2011-11-04;13:40
0071;241;ATH;LIN;2011-11-04;8:30;2011-11-04;11:00
0071;242;LIN;ATH;2011-11-04;11:50;2011-11-04;14:10
0071;942;ATH;AXD;2011-11-04;15:00;2011-11-04;15:55
0071;943;AXD;ATH;2011-11-04;16:35;2011-11-04;17:35
0072;510;ATH;HER;2011-11-04;14:00;2011-11-04;14:50
0072;511;HER;ATH;2011-11-04;15:30;2011-11-04;16:20
0072;514;ATH;HER;2011-11-04;17:00;2011-11-04;17:50
0072;515;HER;ATH;2011-11-04;18:30;2011-11-04;19:20
0073;536;ATH;CHQ;2011-11-04;15:35;2011-11-04;16:25
0073;537;CHQ;ATH;2011-11-04;17:05;2011-11-04;17:55
0073;718;ATH;RHO;2011-11-04;18:45;2011-11-04;19:45
0073;719;RHO;ATH;2011-11-04;20:25;2011-11-04;21:25
0074;265;ATH;LHR;2011-11-04;17:15;2011-11-04;21:15
0074;266;LHR;ATH;2011-11-04;22:15;2011-11-05;1:50
0075;347;ATH;KWI;2011-11-04;17:55;2011-11-04;21:30
0075;348;KWI;DXB;2011-11-04;22:20;2011-11-04;23:50
0075;346;DXB;KWI;2011-11-05;23:05;2011-11-06;0:50
0075;346;KWI;ATH;2011-11-06;1:40;2011-11-06;6:00
0076;518;ATH;HER;2011-11-04;20:00;2011-11-04;20:50
0076;501;HER;ATH;2011-11-05;5:00;2011-11-05;5:50
0077;918;ATH;SKG;2011-11-04;20:00;2011-11-04;20:55
0077;901;SKG;ATH;2011-11-05;5:00;2011-11-05;5:55
0078;325;ATH;CAI;2011-11-04;22:50;2011-11-05;0:45
0078;326;CAI;ATH;2011-11-05;1:45;2011-11-05;3:45
0079;301;ATH;TLV;2011-11-04;23:15;2011-11-05;1:10
0079;302;TLV;ATH;2011-11-05;4:00;2011-11-05;6:10
0080;730;ATH;KGS;2011-11-02;3:40;2011-11-02;4:35
0080;731;KGS;ATH;2011-11-02;5:15;2011-11-02;6:10
0081;351;ATH;SVO;2011-11-02;12:50;2011-11-02;16:35
0081;352;SVO;ATH;2011-11-02;17:30;2011-11-02;21:15
0082;944;ATH;AXD;2011-11-02;18:00;2011-11-02;18:55
0082;945;AXD;ATH;2011-11-02;19:35;2011-11-02;20:35
0083;151;ATH;AMS;2011-11-03;7:05;2011-11-03;10:50
0083;152;AMS;ATH;2011-11-03;11:40;2011-11-03;15:00
0084;247;ATH;MAD;2011-11-03;7:45;2011-11-03;11:35
0084;248;MAD;ATH;2011-11-03;12:25;2011-11-03;16:00
0085;169;ATH;SKG;2011-11-03;13:40;2011-11-03;14:35
0085;169;SKG;FRA;2011-11-03;15:15;2011-11-03;18:00
0085;170;FRA;ATH;2011-11-03;18:50;2011-11-03;21:40
0086;205;ATH;CDG;2011-11-03;13:55;2011-11-03;17:25
0086;206;CDG;ATH;2011-11-03;18:15;2011-11-03;21:35
0087;914;ATH;SKG;2011-11-03;16:00;2011-11-03;16:55
0087;915;SKG;ATH;2011-11-03;18:00;2011-11-03;18:55
0088;331;ATH;LCA;2011-11-03;17:10;2011-11-03;18:45
0088;334;LCA;ATH;2011-11-03;19:35;2011-11-03;21:20
0089;175;ATH;SKG;2011-11-02;7:05;2011-11-02;8:00
0089;175;SKG;MUC;2011-11-02;8:40;2011-11-02;10:45
0089;176;MUC;SKG;2011-11-02;11:35;2011-11-02;13:35
0089;176;SKG;ATH;2011-11-02;14:15;2011-11-02;15:10
0090;145;ATH;BRU;2011-11-03;5:30;2011-11-03;9:00
0090;146;BRU;ATH;2011-11-03;9:50;2011-11-03;13:00
0091;201;ATH;CDG;2011-11-03;7:50;2011-11-03;11:20
0091;202;CDG;ATH;2011-11-03;12:20;2011-11-03;15:40
0092;714;ATH;RHO;2011-11-03;16:00;2011-11-03;17:00
0092;715;RHO;ATH;2011-11-03;17:40;2011-11-03;18:40
0093;916;ATH;SKG;2011-11-03;18:00;2011-11-03;18:55
0093;917;SKG;ATH;2011-11-03;20:00;2011-11-03;20:55
0094;730;ATH;KGS;2011-11-04;3:40;2011-11-04;4:35
0094;731;KGS;ATH;2011-11-04;5:15;2011-11-04;6:10
0095;730;ATH;KGS;2011-11-05;3:40;2011-11-05;4:35
0095;731;KGS;ATH;2011-11-05;5:15;2011-11-05;6:10
0095;504;ATH;HER;2011-11-05;7:30;2011-11-05;8:20
0095;505;HER;ATH;2011-11-05;9:00;2011-11-05;9:50
0096;329;ATH;LCA;2011-11-05;4:50;2011-11-05;6:25
0096;332;LCA;ATH;2011-11-05;7:15;2011-11-05;9:00
0096;337;ATH;LCA;2011-11-05;10:00;2011-11-05;11:35
0096;338;LCA;ATH;2011-11-05;12:25;2011-11-05;14:10
0097;502;ATH;HER;2011-11-05;5:00;2011-11-05;5:50
0097;503;HER;ATH;2011-11-05;6:30;2011-11-05;7:20
0097;241;ATH;LIN;2011-11-05;8:30;2011-11-05;11:00
0097;242;LIN;ATH;2011-11-05;11:50;2011-11-05;14:10
0098;321;ATH;IST;2011-11-05;6:05;2011-11-05;7:20
0098;322;IST;ATH;2011-11-05;8:05;2011-11-05;9:25
0098;307;ATH;SOF;2011-11-05;10:15;2011-11-05;11:35
0098;308;SOF;ATH;2011-11-05;12:25;2011-11-05;13:40
0099;506;ATH;HER;2011-11-05;10:45;2011-11-05;11:35
0099;507;HER;ATH;2011-11-05;12:15;2011-11-05;13:05
0099;510;ATH;HER;2011-11-05;14:00;2011-11-05;14:50
0099;511;HER;ATH;2011-11-05;15:30;2011-11-05;16:20
0100;536;ATH;CHQ;2011-11-05;15:35;2011-11-05;16:25
0100;537;CHQ;ATH;2011-11-05;17:05;2011-11-05;17:55
0100;718;ATH;RHO;2011-11-05;18:45;2011-11-05;19:45
0100;719;RHO;ATH;2011-11-05;20:25;2011-11-05;21:25
0101;345;ATH;DXB;2011-11-05;17:50;2011-11-05;22:15
0101;346;DXB;KWI;2011-11-07;23:05;2011-11-08;0:50
0101;346;KWI;ATH;2011-11-08;1:40;2011-11-08;6:00
0102;518;ATH;HER;2011-11-05;20:00;2011-11-05;20:50
0102;501;HER;ATH;2011-11-06;5:00;2011-11-06;5:50
0103;325;ATH;CAI;2011-11-05;22:50;2011-11-06;0:45
0103;326;CAI;ATH;2011-11-06;1:45;2011-11-06;3:45
0104;313;ATH;BEY;2011-11-05;23:05;2011-11-06;0:55
0104;314;BEY;ATH;2011-11-06;3:00;2011-11-06;5:00
0105;239;ATH;FCO;2011-11-02;15:05;2011-11-02;17:10
0105;240;FCO;ATH;2011-11-02;18:15;2011-11-02;20:15
0106;147;ATH;BRU;2011-11-03;13:50;2011-11-03;17:20
0106;148;BRU;ATH;2011-11-03;18:10;2011-11-03;21:20
0107;940;ATH;AXD;2011-11-04;3:40;2011-11-04;4:35
0107;941;AXD;ATH;2011-11-04;5:15;2011-11-04;6:15
0108;145;ATH;BRU;2011-11-04;5:30;2011-11-04;9:00
0108;146;BRU;ATH;2011-11-04;9:50;2011-11-04;13:00
0109;151;ATH;AMS;2011-11-04;7:05;2011-11-04;10:50
0109;152;AMS;ATH;2011-11-04;11:40;2011-11-04;15:00
0110;191;ATH;SKG;2011-11-04;7:25;2011-11-04;8:20
0110;191;SKG;STR;2011-11-04;9:00;2011-11-04;11:20
0110;192;STR;SKG;2011-11-04;12:25;2011-11-04;14:35
0110;192;SKG;ATH;2011-11-04;15:15;2011-11-04;16:10
0111;147;ATH;BRU;2011-11-04;13:50;2011-11-04;17:20
0111;148;BRU;ATH;2011-11-04;18:10;2011-11-04;21:20
0112;714;ATH;RHO;2011-11-04;16:00;2011-11-04;17:00
0112;715;RHO;ATH;2011-11-04;17:40;2011-11-04;18:40
0113;916;ATH;SKG;2011-11-04;18:00;2011-11-04;18:55
0113;917;SKG;ATH;2011-11-04;20:00;2011-11-04;20:55
0114;191;ATH;SKG;2011-11-03;7:25;2011-11-03;8:20
0114;191;SKG;STR;2011-11-03;9:00;2011-11-03;11:20
0114;192;STR;SKG;2011-11-03;12:25;2011-11-03;14:35
0114;192;SKG;ATH;2011-11-03;15:15;2011-11-03;16:10
0115;530;ATH;CHQ;2011-11-04;3:50;2011-11-04;4:40
0115;531;CHQ;ATH;2011-11-04;5:20;2011-11-04;6:10
0116;181;ATH;SKG;2011-11-04;7:20;2011-11-04;8:15
0116;181;SKG;DUS;2011-11-04;8:55;2011-11-04;11:45
0116;182;DUS;SKG;2011-11-04;12:35;2011-11-04;15:10
0116;182;SKG;ATH;2011-11-04;15:50;2011-11-04;16:45
0117;914;ATH;SKG;2011-11-04;16:00;2011-11-04;16:55
0117;915;SKG;ATH;2011-11-04;18:00;2011-11-04;18:55
0118;530;ATH;CHQ;2011-11-05;3:50;2011-11-05;4:40
0118;531;CHQ;ATH;2011-11-05;5:20;2011-11-05;6:10
0119;700;ATH;RHO;2011-11-06;3:30;2011-11-06;4:30
0119;701;RHO;ATH;2011-11-06;5:10;2011-11-06;6:10
0119;504;ATH;HER;2011-11-06;7:30;2011-11-06;8:20
0119;505;HER;ATH;2011-11-06;9:00;2011-11-06;9:50
0120;600;ATH;CFU;2011-11-06;3:30;2011-11-06;4:30
0120;601;CFU;ATH;2011-11-06;5:10;2011-11-06;6:10
0120;159;ATH;VIE;2011-11-06;7:35;2011-11-06;9:55
0120;160;VIE;ATH;2011-11-06;10:40;2011-11-06;12:50
0121;902;ATH;SKG;2011-11-06;5:00;2011-11-06;5:55
0121;903;SKG;ATH;2011-11-06;6:35;2011-11-06;7:30
0121;161;ATH;TXL;2011-11-06;8:15;2011-11-06;11:15
0121;162;TXL;ATH;2011-11-06;12:05;2011-11-06;14:55
0122;502;ATH;HER;2011-11-06;5:00;2011-11-06;5:50
0122;503;HER;ATH;2011-11-06;6:30;2011-11-06;7:20
0122;241;ATH;LIN;2011-11-06;8:30;2011-11-06;11:00
0122;242;LIN;ATH;2011-11-06;11:50;2011-11-06;14:10
0123;321;ATH;IST;2011-11-06;6:05;2011-11-06;7:20
0123;322;IST;ATH;2011-11-06;8:05;2011-11-06;9:25
0123;307;ATH;SOF;2011-11-06;10:15;2011-11-06;11:35
0123;308;SOF;ATH;2011-11-06;12:25;2011-11-06;13:40
0124;506;ATH;HER;2011-11-06;10:45;2011-11-06;11:35
0124;507;HER;ATH;2011-11-06;12:15;2011-11-06;13:05
0124;510;ATH;HER;2011-11-06;14:00;2011-11-06;14:50
0124;511;HER;ATH;2011-11-06;15:30;2011-11-06;16:20
0125;536;ATH;CHQ;2011-11-06;15:35;2011-11-06;16:25
0125;537;CHQ;ATH;2011-11-06;17:05;2011-11-06;17:55
0125;718;ATH;RHO;2011-11-06;18:45;2011-11-06;19:45
0125;719;RHO;ATH;2011-11-06;20:25;2011-11-06;21:25
0126;265;ATH;LHR;2011-11-06;17:15;2011-11-06;21:15
0126;266;LHR;ATH;2011-11-06;22:15;2011-11-07;1:50
0127;918;ATH;SKG;2011-11-06;20:00;2011-11-06;20:55
0127;901;SKG;ATH;2011-11-07;5:00;2011-11-07;5:55
0128;518;ATH;HER;2011-11-06;20:00;2011-11-06;20:50
0128;501;HER;ATH;2011-11-07;5:00;2011-11-07;5:50
0129;327;ATH;ALY;2011-11-06;22:50;2011-11-07;0:35
0129;328;ALY;ATH;2011-11-07;2:00;2011-11-07;3:45
0130;301;ATH;TLV;2011-11-06;23:15;2011-11-07;1:10
0130;302;TLV;ATH;2011-11-07;4:00;2011-11-07;6:10
0131;514;ATH;HER;2011-11-03;17:00;2011-11-03;17:50
0131;515;HER;ATH;2011-11-03;18:30;2011-11-03;19:20
0132;351;ATH;SVO;2011-11-04;12:50;2011-11-04;16:35
0132;352;SVO;ATH;2011-11-04;17:30;2011-11-04;21:15
0133;145;ATH;BRU;2011-11-05;5:30;2011-11-05;9:00
0133;146;BRU;ATH;2011-11-05;9:50;2011-11-05;13:00
0134;181;ATH;SKG;2011-11-05;7:20;2011-11-05;8:15
0134;181;SKG;DUS;2011-11-05;8:55;2011-11-05;11:45
0134;182;DUS;SKG;2011-11-05;12:35;2011-11-05;15:10
0134;182;SKG;ATH;2011-11-05;15:50;2011-11-05;16:45
0135;247;ATH;MAD;2011-11-05;7:45;2011-11-05;11:35
0135;248;MAD;ATH;2011-11-05;12:25;2011-11-05;16:00
0136;169;ATH;SKG;2011-11-05;13:40;2011-11-05;14:35
0136;169;SKG;FRA;2011-11-05;15:15;2011-11-05;18:00
0136;170;FRA;ATH;2011-11-05;18:50;2011-11-05;21:40
0137;245;ATH;MXP;2011-11-05;14:30;2011-11-05;17:05
0137;246;MXP;ATH;2011-11-05;17:55;2011-11-05;20:20
0138;714;ATH;RHO;2011-11-05;16:00;2011-11-05;17:00
0138;715;RHO;ATH;2011-11-05;17:40;2011-11-05;18:40
0139;331;ATH;LCA;2011-11-05;17:10;2011-11-05;18:45
0139;334;LCA;ATH;2011-11-05;19:35;2011-11-05;21:20
0140;175;ATH;SKG;2011-11-04;7:05;2011-11-04;8:00
0140;175;SKG;MUC;2011-11-04;8:40;2011-11-04;10:45
0140;176;MUC;SKG;2011-11-04;11:35;2011-11-04;13:35
0140;176;SKG;ATH;2011-11-04;14:15;2011-11-04;15:10
0141;151;ATH;AMS;2011-11-05;7:05;2011-11-05;10:50
0141;152;AMS;ATH;2011-11-05;11:40;2011-11-05;15:00
0142;906;ATH;SKG;2011-11-05;9:00;2011-11-05;9:55
0142;907;SKG;ATH;2011-11-05;11:00;2011-11-05;11:55
0143;239;ATH;FCO;2011-11-05;15:05;2011-11-05;17:10
0143;240;FCO;ATH;2011-11-05;18:15;2011-11-05;20:15
0144;606;ATH;CFU;2011-11-05;17:35;2011-11-05;18:35
